district_id,state_name,district_name,z_malnutrition_index_pc1,z_improved_sanitation_pct,z_women_10plus_schooling_pct,z_institutional_deliveries_pct,z_hjg_villages_reported_ratio,cluster,pca1,pca2
241,Jharkhand,Garhwa,0.9147055618866446,-1.2470224087006772,-0.6530552042123396,0.42182748638209616,-1.2471821330076334,3,-1.7588644513102984,0.9154610548971959
242,Jharkhand,Giridih,0.5083605476665877,-0.8894441209807373,-1.0772839786022452,-0.30410316211113503,-0.638142826081055,3,-1.5118936303332273,-0.12547787981945063
243,Jharkhand,Godda,1.1503884719169846,-1.1909316969014712,-1.45908987555316,0.487821181699663,-1.5384369524589825,3,-2.3526307884171342,0.9044598342002382
244,Jharkhand,Gumla,0.6883786951346696,-1.5274759676967085,-0.4904341740295428,-0.34181384514974505,-1.1180944630871026,3,-1.7485915983579297,0.23233370534012981
245,Jharkhand,Hazaribagh,0.08131506879642111,-1.1418523240771654,-0.009641563054316307,0.5538148770172299,-1.3511372512986493,2,-0.8816980337465151,1.096587486112001
246,Jharkhand,Jamtara,1.344920276141682,-1.3381698153743877,-1.3318212432361884,0.468965840180358,-1.1942008138550175,3,-2.4154898737268486,0.8530732245941918
247,Jharkhand,Khunti,1.4406868605475984,-1.1698976799767686,-0.7732533569561462,0.5820978892961867,-0.9689499123202081,3,-2.0103151692095125,1.000228534312615
248,Jharkhand,Koderma,-0.028020758455636445,-1.254033747675578,-0.5964913676270189,0.5915255600558398,-1.2484009422409246,2,-1.1894558387285796,0.9680183992613077
249,Jharkhand,Latehar,0.723372073489997,-1.4363285610229986,-0.9712267850047688,0.07300366827495965,-0.1037513788486527,3,-1.7610674300937905,0.17478492545697358
250,Jharkhand,Lohardaga,1.2720245520269786,-0.29348030811417086,-0.37023602128573607,0.525531864738273,-0.7513445710959846,2,-1.1479825907552286,0.8313674898245927
251,Jharkhand,Pakur,1.917640058168744,-2.354813966735001,-1.8833186499430654,-0.7377760170551447,-1.5519604695067102,3,-3.804151547303934,-0.0420830969008164
252,Jharkhand,Palamu,0.7307050261240605,-1.7939068487429384,-0.2641788276882597,0.29926776650661563,-1.0440127504744001,3,-1.731933666054475,0.8821520409730704
253,Jharkhand,Ramgarh,0.401837383402707,-0.5388771722356982,0.28731857901861724,0.45953816942070613,-0.9107334928488755,2,-0.4737056380508763,0.8976137395511606
254,Jharkhand,Ranchi,0.86638196742012,0.3725968945014033,0.6549835168232021,0.43125515714174933,-1.3009570242651867,2,-0.07296628298053201,1.0079759101372596
